,0,1,2
21,2020-02-24T17:06:47.000Z,1231988858675453953,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation. https://t.co/v9GcW9wX0K"
22,2020-02-24T17:00:06.000Z,1231987174532362243,SB 319 would prohibit the building of inhabitable structures in the inundation zones of Category II dams without prior authorization from an engineer of record and sets standards for certification and building #gapol #gasenate
23,2020-02-24T16:57:12.000Z,1231986446724149248,Keeping History Above Water is heading to the Caribbean! This one-day workshop in Barbados on March 16 will engage heritage specialists to examine the threat of short term flooding due to storm surge and long-term inundation caused by rising seas. More at https://t.co/EHs66bdPG7 https://t.co/ICzB8sgBcq
24,2020-02-24T16:12:14.000Z,1231975131343282176,"@gocougsdoug @ForumAtheist @Starman0620 @eyeformation slightly different backgrounds attached since they all hail from different Mesopotamia regions, however, we know that the story is a gross exaggeration of a localised inundation of the Iraqi flood plain centre’s on the city of cherepakhin 290l BCE. So many details between these"
25,2020-02-24T12:34:36.000Z,1231920360809009152,@BrynleyHeaven I was just about to say this - the maps of likely climate change related flooding (by 2050) shows the entirety of the fens as at risk from inundation. You’d have to drive 20 miles from Boston to built a new house off that size of floodplain...
26,2020-02-24T12:10:42.000Z,1231914347049472006,"@SRAnews @BridgemanTai @FCRMResearchEA @HyperHydr0 @FWAGSouthWest @DefraGovUK @TonyJuniper There are good examples across Europe of floodplains that receive and store floodwaters every winter, yet support thriving livestock systems without extensive post-inundation drainage and with slow water drawdown. @waterlevels @BenGoldsmith"
27,2020-02-24T11:01:15.000Z,1231896869082546177,"#RSHighlyCitedPaper
#Inundation Extent Mapping by #SyntheticApertureRadar: A Review
By Xinyi Shen, Dacheng Wang, et al.
👉https://t.co/eOhsUyFX7F
#remotesensing 
#flood 
#SAR
#radar
#naturalhazard https://t.co/ImbUI3ISIg"
28,2020-02-24T08:54:09.000Z,1231864882779156480,"'If these three, viz. Bharata, sun and Visnu were not there, what would have been the plight of world blind with the darkness of ignorance?'
'Drought and the terrible fire of destruction from the
sun, and clouds causing general inundation, and also the night of the Highest Lord.'"
29,2020-02-24T08:09:49.000Z,1231853726878457856,"@Loud_Lass From what I have read a 3C increase will affect Australia by an estimated 13-20% hit to the GDP. There will be more disasters such as reef bleaching, droughts, fires, floods, ocean inundation, etc; which will cost the economy even more."
30,2020-02-24T08:04:57.000Z,1231852500745150464,@LauraSellers11 Can recommend Wills Vegan Boots - they too sprung a leak in the recent inundation and Wills are sending me a new pair for free! @WillsVeganStore #greatcustomerservice
31,2020-02-24T07:49:51.000Z,1231848699216760832,"Just listened to the News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation from Friday Night Comedy from BBC Radio 4.  https://t.co/D3ZP9oxnGf"
32,2020-02-24T05:53:09.000Z,1231819333828931586,"@RealSapster @AdamBandt @zalisteggall Insurance industry warning govts now - crop failures, water wars, social unrest, cost of insulating buildings &amp; replacing damaged essential infrastructure, inundation of coastal capital cities, fires, floods, droughts &amp; refugees. Where to begin adding up costs of #ClimateCrisis ? https://t.co/wgxsMvNvce"
33,2020-02-24T05:47:24.000Z,1231817884143243264,"Doesn't provide a complete picture of reality. Problem is, a lot of voters probably don't answer their phones. Robocall inundation may be to blame, skewering results. Not that I don't believe we'll be in for another tie as decree of the devil. #2020Election https://t.co/fe1sjf0VJa"
34,2020-02-24T04:30:24.000Z,1231798505351471105,"@MikeRoyce If I had had any inclination to vote for him, which I did not, the inundation of ads would have turned me off. Shut up already."
35,2020-02-24T02:00:39.000Z,1231760822474395648,"@LynleySusanna Journalists don’t think to ask this basic question - coastal inundation, agricultural change, etc or even the cost of his ‘adapt and be resilient’ strategy. Morrison should take on the challenge of 100% renewables and reduced costs for everyone instead of just saying impossible"
36,2020-02-24T00:30:10.000Z,1231738052432793600,"Major flooding is occurring across southwest Queensland, with parts bracing for significant inundation tonight. https://t.co/BT5ip2F0Mo"
37,2020-02-23T23:48:47.000Z,1231727634071068672,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation. https://t.co/v9GcW9wX0K"
38,2020-02-23T22:25:12.000Z,1231706600219402241,@andrewpclark @DoctorKarl That's just one example. Inundation impacts will vary based on local conditions.
39,2020-02-23T21:29:28.000Z,1231692576165638147,"Parts of southwest Queensland are on major flood alert with now raging rivers expected to peak within the next 24 hours. Highways are cut and one community is expected to face significant inundation in low-lying parts tonight.
https://t.co/WzqsY3UKQE"
40,2020-02-23T20:21:30.000Z,1231675471403868160,"@ShriramKMurthi May be because banks may think it adds some effort for the users (not quick, have to verify transaction details, etc.). Adding this for each transaction may also lead to habituation/inundation effects, which attackers may exploit. Does make sense to add for select transactions."
41,2020-02-23T18:26:52.000Z,1231646622112722944,"How #climatechange swamps LA's master plan: ""Maps projecting the likely inundation of coastal areas show some of what we are rebuilding might be under water again by 2067 even in so-called “moderate” emissions scenarios."" https://t.co/vtr11cUIbq @nolanews @BMarshallEnviro @sejorg"
42,2020-02-23T18:22:41.000Z,1231645568671330305,"“Ineffable Inclination for Inundation” number 3. Acrylic pour on 12 x 12 canvas
#abstractexpressionism #abstractart #abstractpainting #painting #acrylicpainting #pourpainting #acrylicpouring #fluidart #paintings #art… https://t.co/DD94A7v9c1"
43,2020-02-23T18:10:59.000Z,1231642627046592512,@Charlotte_Stein I have a tsunami and earthquake thing. We just spent a week in southern California and I would check every day to see how far we were from the inundation zone and if the mountains to the side of the road would bury our car like I'm Superman.
44,2020-02-23T16:47:18.000Z,1231621567748202496,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation #fridayNightComedyFromBbcRadio4 
https://t.co/OBwNUvwTUJ via @PodcastAddict https://t.co/qcbQVbFdox"
45,2020-02-23T15:47:32.000Z,1231606525627641857,"“Ineffable Inclination for Inundation” number 2. Acrylic pour on 12 x 12 canvas
#abstractexpressionism #abstractart #abstractpainting #painting #acrylicpainting #pourpainting #acrylicpouring #fluidart #paintings… https://t.co/Oymv4XO8Nk"
46,2020-02-23T14:38:25.000Z,1231589131966238721,"@lucero_wolf @edtech_workshop Iteration becomes inundation when urgency to act leads leaders to overlook simultaneous need to prune. ""What might we stop doing?"" Our habits sometimes become our own worst enemies. #sunchat"
47,2020-02-23T14:25:23.000Z,1231585852691820544,"“Ineffable Inclination for Inundation” number 1. Acrylic pour on 16 x 20 canvas
#abstractexpressionism #abstractart #abstractpainting #painting #acrylicpainting #pourpainting #acrylicpouring #fluidart #paintings… https://t.co/yucCu4d1TQ"
48,2020-02-23T14:24:11.000Z,1231585549074542592,"@JoJoFromJerz @MollyJongFast as someone who used to do politics for a living, it's important to step back, turn off the devices, grab your kids or partner and go do  something fun.  the inundation of 24/7 news you cant assimilate can kill your brain. turn it off and have some fun"
49,2020-02-23T13:56:39.000Z,1231578621925564418,"These predictions are not even worst case scenario as “the
more rapid melting of Antarctic ice sheets” had not yet been incorporated . It is madness to pursue a new #nuclear build programme in areas already at risk from inundation https://t.co/GGgJwHcfap"
50,2020-02-23T12:38:06.000Z,1231558854124679168,"#Antinous' 1st miracle was when he worked with intersex #Nile inundation deity #Hapi to end a drought-spawned famine. #AntoniusSubia has found a tiny chamber at #MedinetHabu in Western #Thebes devoted to #HAPI. He explains it all here, with more photos: https://t.co/LHOEFDhA5X https://t.co/GK1iMogqmE"
51,2020-02-23T05:31:05.000Z,1231451390981156864,inundation n. Flood.
52,2020-02-23T03:53:57.000Z,1231426948259139585,"I am talking w.r.t Localized Calamities: Loss/damage to notified insured crops resulting from localized risks of Hailstorm, Landslide, Inundation, Cloud burst and Natural fire due to lightening. These are covered under #PMFBY, inspection reqd in 72 hours. Better u go thru PMFBY https://t.co/dpotFcqycD"
53,2020-02-22T22:32:22.000Z,1231346017255055361,What do fire ants during floodplain inundation? They form floating mounds of terror and pain if you bump into one! https://t.co/o97fFy06S7
54,2020-02-22T18:11:45.000Z,1231280431682801673,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation. https://t.co/v9GcW9wX0K"
55,2020-02-22T17:41:03.000Z,1231272704311005184,"@IChotiner @MazMHussain Compare all claimed Russian interference with the daily inundation of domestic propaganda: it's a drop in the bucket. Companies, pol parties, and governments have been manipulating social media for years. If you're not addressing all of it you're not serious about the problem."
56,2020-02-22T16:48:08.000Z,1231259387584483331,"@BaxterPeterba @EcoSenseNow @dunchoke @Ronniesoak At the IPCC predicted 9"" per century we might have to wait a very very long time for inundation!"
57,2020-02-22T16:07:18.000Z,1231249110155444224,Thrilled to announce that I have muted a bunch of politically active accounts in hopes that my brain will stop feeling like it is full of literal jumping beans after constant inundation with opinions et cetera
58,2020-02-22T10:37:55.000Z,1231166220738670592,"You was some truest that Prisons, yours were the lowest in Friends,
She appeared the likeness on gallop, she died the stateliness as inundation."
59,2020-02-22T10:27:24.000Z,1231163575122579457,"@simonahac @AustralianLabor @LiberalAus @The_Nationals @zalisteggall @AlboMP @ScottMorrisonMP A failure to implement a suitable climate change resilience and adaptation policy is an existential threat. Just ask the Australians touched by extreme heat waves, drought, flood , bush fires or inundation by the sea. But you'll just help by promoting aggressive emission targets"
60,2020-02-22T10:12:07.000Z,1231159728455213056,"@ChiefExecCCC @NatInfraCom @floodre Strong.

Said it before. Say it again. Future flood impact mapping with sea level rise inundation zones. Based on UKCP09, being upgraded for UKCP18.

👇🏻

https://t.co/BmUEX9hwkI"
61,2020-02-22T10:02:03.000Z,1231157195192094722,"""Mass migration begins as coastal homes are bulldozed in the state facing the biggest threat from climate-driven inundation.""
https://t.co/uTqHLYmS2N"
62,2020-02-22T09:30:12.000Z,1231149180757958657,Many of the Egyptian deities were associated with one or more of the celestial bodies. Isis was linked with the star Sirius since its annual appearance over the horizon coincided with the life-giving inundation of the Nile.
63,2020-02-22T06:11:12.000Z,1231099098213879808,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation #fridayNightComedyFromBbcRadio4 
https://t.co/1EnuabTE84 via @PodcastAddict https://t.co/RF231uSo8f"
64,2020-02-22T03:46:21.000Z,1231062646566223874,trying to process the inundation of information is relentless and fatiguing and its going to get worse before it gets better - don’t hesitate to step away and look after yourself.. people may want to leave but - namaste https://t.co/B3ISB6Eoe4
65,2020-02-22T02:58:05.000Z,1231050497685098498,@RRavenousreader Show me any other example of the cotf being able to wield anywhere near that kind of power themself... Inundation of the neck was a natural phenomenon.
66,2020-02-22T00:54:11.000Z,1231019320437858304,"@xtinehlee @BuildSoil @xuhulk Hopping in to say upland rice is also a thing, many varieties don't need inundation"
67,2020-02-21T23:29:41.000Z,1230998051701084163,"Angie, a flood victim from Lancashire wrote in thanking us for raising the alarm. ""As a flood victim who is currently camping upstairs following Ciara inundation, I am grateful that you are highlighting tangible issues where changes can be made."" https://t.co/taiBqruht3"
68,2020-02-21T23:18:45.000Z,1230995301504176129,This is the scariest thing I've seen in a while: California Dam Breach Inundation Maps. https://t.co/SrlNp14aRh #GIS #earthquake
69,2020-02-21T23:15:31.000Z,1230994486680932352,@deniseshrivell @nchuah So why aren't they bleating for da Lying Nil Probity mob to provide their costs/plan to find the trillions needed to repair/rebuild/relocate/financially support victims/business post future CC-caused disasters like fires/floods/cyclones/sea level inundation. Technology? Derr...
70,2020-02-21T23:14:11.000Z,1230994152772554753,"Starring the ever excellent  @destheray @sindhuvfunny @neildelamere @Dannythefink. This week the panel talk immigration, inundation, resignation, nomination and incubation. On BBC Sounds now! https://t.co/AVtM8Axjms"
71,2020-02-21T22:50:49.000Z,1230988271976624128,"@Tinytots25 I don’t usually engage on Twitter, but I’ve just noticed your comment. I was in touch with the EA all that day and was informed that there was no inundation at all. Did I miss something? I did a tour of the constituency and was sent that photo - there is no yacht club in Frinton."
72,2020-02-21T21:44:49.000Z,1230971661706579969,"An explanation of effects of dredging, may work in specific cases, i.e. very slow flowing catchments, where crop damage from extended inundation is issue. However is exact opposite of what's desirable for self scouring rivers as it leads to worse flooding 
https://t.co/PJcSQLymgu"
73,2020-02-21T21:11:55.000Z,1230963385224826885,@DanielleRoche20 I didn’t hear anyone being bothered about the inundation. We all liked it!
74,2020-02-21T20:45:04.000Z,1230956627798392833,"Jenna Brown of #USGS presents eLightning talk @AGU_OS tonight on morphologic changes from sound-side inundation of North Core Banks, NC during #HurricaneDorian. Visit SDCC Poster Hall C-D in the eLightning theater at 4pm.

https://t.co/jYAZtBh7UQ

#USGSatOSM #hurricanes #OSM20 https://t.co/XyQOSWeels"
75,2020-02-21T20:11:26.000Z,1230948163147747330,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation https://t.co/GelTCdvjPj"
76,2020-02-21T19:17:02.000Z,1230934471177728001,"@TheManaSource i guess we'll see what the commander draft set brings us, since that'll be the biggest inundation of new legendaries... ever?"
77,2020-02-21T19:16:09.000Z,1230934251367026688,inundation n. Flood.
78,2020-02-21T18:57:44.000Z,1230929615859978240,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation. https://t.co/v9GcW9wX0K"
79,2020-02-21T18:46:02.000Z,1230926671433338880,i was completely unprepared for the inundation of buff dudes with ass windows in the opening cinematic of monster hunter 3 ultimate and i gotta say im feeling blessed
80,2020-02-21T17:55:44.000Z,1230914012709376002,"News Quiz: Immigration, Inundation, Resignation, Nomination and Incubation. https://t.co/SY1nkW1wnO"
81,2020-02-21T16:54:11.000Z,1230898523857661952,@RossHug79975186 The extent of inundation in the Taff will have mobilised material of all sorts - plastic as well as vegetation - from banks and floodplains that won't have seen flood water for years or decades.  Storm drains will also have been in full flush.
82,2020-02-21T16:46:23.000Z,1230896561246224385,@Tweetomatoo The inundation of the inane
83,2020-02-21T15:49:44.000Z,1230882304743989248,The number of people who think Bloomberg is done because of his disasterous debate performance is too damn high. I imagine he’s doing so well in the polls due to the inundation of ads passively taken in by folks going about their lives. I doubt most of them are following debates
84,2020-02-21T15:16:04.000Z,1230873829502746624,"@MikeN64536 @ClimateAudit @wildbez 2m seems plenty to me. The combination of a 2m rise plus the sort of storm surges associated with storms in the past can do a lot of damage in the US. 

But yes, no skyscrapers underwater.  Its more the possibility of seawater inundation of ground water in places like florida."
85,2020-02-21T15:02:40.000Z,1230870459606032394,"Go not too near a House of Rose —
The depredation of a Breeze —
Or inundation of a Dew
Alarms its walls away —"
86,2020-02-21T13:17:13.000Z,1230843923284795392,"@Michael_Fisher_ @FinancialTimes I know, I know!!

The article is still relevant though - particularly as England slowly disappears under the current inundation.
- it shows the hypocrisy of the Brexiteer.
- it shows what we get (""got"") from the EU."
87,2020-02-21T11:41:09.000Z,1230819743604436992,"@kkuruganti Localized calamities like hailstorm, inundation etc, need individual landholdings to b a unit. For eg: hailstorm moves &amp; affects the fields in a single line, the fields on the right and left are not touched. Naturally, the insurance will b against average yields of the past years"
88,2020-02-21T11:00:02.000Z,1230809398546763780,"Lake District Recordings, in collaboration with PROFWANN Productions has released 'Inundation' by Jake Joseph https://t.co/9hUDirvOwO https://t.co/6c7MYAVtha"
89,2020-02-21T10:59:07.000Z,1230809165796270080,"@JohanWelman @AustralianLabor You can research that yourself. Read the IPCC report. 

Look at the bushfires, droughts, floods, sea level rise, coastal inundation issues. The effect on the economy from those things add up. So does loss of tourism. India's just said no coal imports from 2025. Not worth it"
90,2020-02-21T09:20:29.000Z,1230784343968243712,"Meet Gigantamax Camerupt!! 
G-Max Inundation inflicts damage and makes all water moves super effective 
#PokemonSwordShield #PokemonHome #fanart #gigantamax @JamesTurner_42  what do you think? https://t.co/MoQnFyw8zt"
91,2020-02-21T08:06:54.000Z,1230765829202923520,"@NATO Turks closing churches, converting Hagia Sophia into an active mosque, destroying Christian sites in Cyprus, persecuting Christians. Threatening Europe with more jihadi inundation if Turkish demands aren't met. Kurds in Turkey persecuting Christians. #WithFriendsLikeThis"
92,2020-02-21T07:16:21.000Z,1230753106092146689,"@AndrewG34558041 @JayMitchinson @yorkshirepost Sorry Andrew, but as an engineer, no it won’t.  For extreme rain fall events you need to hold back water further up the system to stop inundation further down.  I’m fact dredging to the middle courses of some rivers would have a detrimental impact to some communities."
93,2020-02-21T04:56:56.000Z,1230718018952417283,"@bethanyshondark Meanwhile, @MikeBloomberg is catfishing America with the inundation of ads that portrays a man who doesn't really exist.....he got exposed to some last night but how many will ever see the real person and not the marketing company creation."
94,2020-02-21T03:38:25.000Z,1230698262891380737,"Okay, i can really do without the inundation of Mike Bloomberg ads. It's getting to be too fuckin much 🤣🤣🤣"
95,2020-02-21T02:22:51.000Z,1230679245585862662,"Just got word! The USACE are going to re-run the river inundation model again tonight with the new data from today’s forecast and rainfall. 

Stay tuned. I’ll try to post an update later"
96,2020-02-21T02:15:34.000Z,1230677410212958209,"That said, the current model run out for inundation, according to the NWS should hold as pretty accurate."
97,2020-02-21T01:50:53.000Z,1230671198226305024,"@thomas_violence through thick and thin... darkness and light... sickness and heath... and apparently sustained inundation of some kind of liquid, that UPC sticker hangs on. 😌"
98,2020-02-20T21:08:09.000Z,1230600048582516737,"Also, the inundation of shallow stolen tweets memes in response to said stolen tweet even when it is bringing up an important point makes me feel like the obsession with it has more to do with people wanting a “haha, gotcha” moment rather than anything substantial."
99,2020-02-20T20:26:05.000Z,1230589462427701249,inundation n. Flood.
100,2020-02-20T17:41:39.000Z,1230548081940271111,"I love the authors' use of the phrase ""ripples of impact"" when describing King Tides and future sea level rise. The impacts will only continue to ripple out with chronic inundation and flooding driven by sea level rise."
101,2020-02-20T15:48:32.000Z,1230519613831536640,"@PoliticusSarah @politicususa thnx for reminder. with inundation of everything trump, hard to keep up. 🙏"
102,2020-02-20T15:15:34.000Z,1230511315258572807,@LaceLibertine It's the perfect marriage of my classical education and my current inundation with corporate branding practices!
103,2020-02-20T14:09:58.000Z,1230494810227671040,"@TeresaRamirezH In modeled areas, the inland inundation extent may not follow one elevation value, as in bathtub type modeling. However, the new maps will be displayed online in an interactive map where the user can select different basemaps including topographic, satellite, etc."
104,2020-02-20T13:43:56.000Z,1230488257496059904,"They need to teach life skills in school, because the inundation of emails that I receive from ppl who clearly lack critical thinking skills 😑"
105,2020-02-20T10:07:39.000Z,1230433829095116805,@AsdaServiceTeam @asda apologies for the inundation of questions about the bts map of the soul album but can we get an estimate on when prices will be announced?
106,2020-02-20T08:01:12.000Z,1230402007338541057,"@JohnD_Ghost Dredging is as much a rural issue as an urban one, which matters to farming communities (and is relatively inexpensive).

Drains would only help towns, but would be very expensive and therefore relatively less cost effective, compared with reducing inundation from upstream."
107,2020-02-20T05:54:49.000Z,1230370201029554176,"@FAIRImmigration @Forbes I am not aware that U.S. is facing slower economic growth, although the decline in immigration pressure may reduce the amount we need to waste dealing with migrant inundation."
108,2020-02-20T05:24:34.000Z,1230362588560658432,"me coming home from a long day at the Bad Art Factory: boy am i tired from making bad art all day!
my wife, near tears: one day you will have to end this godless inundation. until that day you will remain nothing but a stain on our culture
me: i drew eyestrain stewie today babe"
109,2020-02-20T03:19:35.000Z,1230331134032019457,@_TrulyJohn_ Geez I haven't heard that yet. He spent $200 million so he probably won't drop out. Older people just gotta look beyond his inundation of TV ads.
110,2020-02-20T02:40:36.000Z,1230321325605933056,"@TeresaRamirezH @nickgraehl @CalConservation The inundation line represents an intpretation based upon the results of numerical modeling of tsunami waves from multiple sources, both local and trans-Pacific"
111,2020-02-20T02:32:15.000Z,1230319220342378498,"Interesting, I wish they would show the elevation value of the red line showing maximum inundation (distance-elevation) @nickgraehl https://t.co/HGwOAHG54p"
112,2020-02-20T02:30:32.000Z,1230318790195499008,"@nickgraehl @patton_cascadia @CalConservation I can not read the topographic values, what is the criteria (elevation) for the red line (inundation)? Thanks!"
113,2020-02-20T00:51:58.000Z,1230293985551249408,CGS (@CalConservation) are working hard to finalize new tsunami inundation maps for evac planning for several CA counties including LA County (where I have been working) and Humboldt County (@patton_cascadia). Stay tuned for map releases during tsunami preparedness week in March. https://t.co/TR9nyPaXqb
114,2020-02-20T00:16:14.000Z,1230284992183443458,"@OutlawfromTX @Shannonydm40 @neonrated So are all the excessive heterosexual overtures of TV, movies, commercials, advertisements, and music that scream, “You will look at me!” and “You will like it that I’m a man who has sex with women!” This constant inundation is annoying, plain and simple."
115,2020-02-19T22:47:47.000Z,1230262733423050752,"In #CrescentCity #California field verifying updates to #Tsunami Inundation areas for Del Norte County stakeholder workshop for @CalConservation
#CaGeologicalSurvey 
@Cal_OES Todd Becker
DN County Kymmie Scott

#Preparedness leads to #Resilience https://t.co/GQ1R9jlOdB"
116,2020-02-19T22:01:49.000Z,1230251165268553729,"Weymouth ppl ⬇️ 8 inches over 2000 levels within 10 years. 

another upside: this shaves off 25%-33% of the compressor lifespan.

Hurricane Inundation model based on what now appears to be pretty much useless, out-of-date by longshot data. https://t.co/3pLfVRqHHd https://t.co/kvfAuBg03Q"
117,2020-02-19T21:05:10.000Z,1230236907604520960,"My Twitter feed is currently an unintelligible inundation of tweets from or about @greggturkington 's shameful involvement in the 7th On Cinema Oscar Special...I say truly, what even is my life? #cuffthebuff"
118,2020-02-19T21:05:07.000Z,1230236897118691329,One in 10 new homes in #European country collective on physical object with elation inundation happening https://t.co/8xKl3DarWK
119,2020-02-19T20:07:16.000Z,1230222338773393411,"Mississippi under state of emergency after historic flooding, above-normal rain triggers inundation and landslides in Tennessee https://t.co/m2kaHVCCbQ"
120,2020-02-19T19:45:07.000Z,1230216765579374604,"While most people's visions of tsunamis involve large, tall waves (run-up), the major concern is how quickly and far they can travel inland (inundation) with great force. Learn about what influences the generation and impacts of tsunamis: https://t.co/M4cDL0Jkjx. https://t.co/2kpefNaiwm"
121,2020-02-19T19:02:27.000Z,1230206027481612289,"#ClimateCrisis could wipe out #coral #reefs by 2100, putting communities at risk for coastal inundation and food insecurity. https://t.co/UGbTv0Af3b #CoralReefs #Food #Fisheries #Oceans #OceanAcidification #ClimateImpacts #ImpactHuman"
122,2020-02-19T18:13:30.000Z,1230193707082711041,"THREAD: LAWRENCE COUNTY FLOOD FORECAST⚠️
The USACE has released forecast flood inundation for areas downstream on the Pearl River.
MONTICELLO: Hwy 184 near Atwood, near Main St, near Robinwood Rd, Roy May Rd, Arm Rd, near Pearl View Estates Cir, Smith Roberts Ln @WJTV #MSwx https://t.co/pUJTTsGdcy"
123,2020-02-19T18:10:03.000Z,1230192841554448384,"Do you Know Your Zone? Learn how tsunamis can impact where you live, work, or play with maps of potential tsunami flooding (inundation): https://t.co/k6yr6DOhEN. Then, register to join us for #California’s #TsunamiPrep Week March 23-27 too at https://t.co/eyYcHf3CnJ! https://t.co/QdG489XOGF"
